,an,NO_SEQ_COLL,DT_ACCDN,heure_accdn,JR_SEMN_ACCDN,gravite,NB_MORTS,NB_BLESSES_GRAVES,NB_BLESSES_LEGERS,NB_VICTIMES_TOTAL,NB_VEH_IMPLIQUES_ACCDN,NB_DECES_PIETON,NB_BLESSES_PIETON,NB_VICTIMES_PIETON,NB_DECES_MOTO,NB_BLESSES_MOTO,NB_VICTIMES_MOTO,NB_DECES_VELO,NB_BLESSES_VELO,NB_VICTIMES_VELO,CD_MUNCP,REG_ADM,MRC,NO_CIVIQ_ACCDN,SFX_NO_CIVIQ_ACCDN,RUE_ACCDN,TP_REPRR_ACCDN,ACCDN_PRES_DE,NO_ROUTE,CD_PNT_CDRNL_ROUTE,BORNE_KM_ACCDN,NB_METRE_DIST_ACCD,CD_PNT_CDRNL_REPRR,VITESSE_AUTOR,CD_GENRE_ACCDN,CD_SIT_PRTCE_ACCDN,CD_ETAT_SURFC,CD_ECLRM,CD_ENVRN_ACCDN,CD_CATEG_ROUTE,CD_ETAT_CHASS,CD_ASPCT_ROUTE,CD_LOCLN_ACCDN,CD_POSI_ACCDN,CD_CONFG_ROUTE,CD_ZON_TRAVX_ROUTR,CD_COND_METEO,nb_automobile_camion_leger,nb_camionLourd_tractRoutier,nb_outil_equipement,nb_tous_autobus_minibus,nb_bicyclette,nb_cyclomoteur,nb_motocyclette,nb_taxi,nb_urgence,nb_motoneige,nb_VTT,nb_autres_types,nb_veh_non_precise,address,lat,lon
40717,2015,2015 _ 40718,2015-01-02,10:00:00-10:59:00,VE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1545.0,,MONFET,,,,,,,,50.0,31.0,,16.0,,2.0,14.0,,11.0,33.0,,2.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1545 MONFET,46.8403985,-71.3011729
40718,2015,2015 _ 40719,2015-01-02,10:00:00-10:59:00,VE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,WILFRID HAMEL,1.0,PARC TECHNOLOGIQUE,,,,,,50.0,31.0,,12.0,1.0,3.0,11.0,,11.0,32.0,,1.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 WILFRID HAMEL,46.8043123,-71.3277455
40719,2015,2015 _ 40720,2015-01-02,12:00:00-12:59:00,VE,Dommages matériels seulement,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1282.0,,LA DURANTAYE,,,,,,,,50.0,31.0,,16.0,1.0,2.0,14.0,,11.0,34.0,,2.0,,11.0,2,0,1,0,0,0,0,0,0,0,0,0,0,1282 LA DURANTAYE,46.835066,-70.8559799
40720,2015,2015 _ 40721,2015-01-02,17:00:00-17:59:00,VE,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1243.0,,CHARLES ALBANEL,1.0,JEAN GAUVIN,,,,75.0,E,50.0,31.0,,12.0,3.0,3.0,13.0,1.0,11.0,33.0,6.0,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1243 CHARLES ALBANEL,46.7653411,-71.370498
40721,2015,2015 _ 40722,2015-01-02,17:00:00-17:59:00,VE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1475.0,,LEBOURGNEUF,1.0,BD DES GALERIES,,,,450.0,O,50.0,31.0,,16.0,3.0,3.0,19.0,,11.0,32.0,,4.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1475 LEBOURGNEUF,46.837165,-71.2865967
40722,2015,2015 _ 40723,2015-01-02,18:00:00-18:59:00,VE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,MARIE DE L INCARNATION,1.0,ENTR CARREFOUR JEAN COUTU,,,,,,50.0,31.0,,99.0,,3.0,13.0,,11.0,32.0,,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 MARIE DE L INCARNATION,0.0,0.0
40723,2015,2015 _ 40724,2015-01-02,20:00:00-20:59:00,VE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,LILAS E,1.0,SAPINIERE DORION E,,,,5.0,O,50.0,31.0,,16.0,3.0,2.0,14.0,,11.0,32.0,,2.0,,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1 LILAS E,-46.45664775,-67.5471981935
40724,2015,2015 _ 40725,2015-01-02,19:00:00-19:59:00,VE,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,DES DAMES URSULINES,,LOUIS IX,,,,,,50.0,52.0,,16.0,3.0,,14.0,,11.0,32.0,,2.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 DES DAMES URSULINES,46.8542002,-71.35268263
40725,2015,2015 _ 40726,2015-01-02,23:00:00-23:59:00,VE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,CLEMENCEAU,1.0,ST DAVID,,,,,,50.0,31.0,,18.0,3.0,3.0,13.0,,11.0,32.0,,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 CLEMENCEAU,42.7003504,2.890218
40726,2015,2015 _ 40727,2015-01-03,01:00:00-01:59:00,SA,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,LARUE,,BD RAYMOND,,,,50.0,E,50.0,40.0,,16.0,3.0,3.0,13.0,,11.0,33.0,,2.0,,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 LARUE,56.5111934,66.5727298
40727,2015,2015 _ 40728,2015-01-03,09:00:00-09:59:00,SA,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),4600.0,,BD STE ANNE,,,,,,,,,49.0,,16.0,1.0,3.0,21.0,,11.0,99.0,,9.0,,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,4600 BD STE ANNE,43.133099,5.9323514
40728,2015,2015 _ 40729,2015-01-03,10:00:00-10:59:00,SA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,ARMAND VIAU,,ORMIERE,,,,5.0,O,50.0,31.0,,12.0,1.0,3.0,13.0,,11.0,32.0,,3.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 ARMAND VIAU,46.82211295,-71.3479975984
40729,2015,2015 _ 40730,2015-01-03,11:00:00-11:59:00,SA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),2815.0,,LAURIER,1.0,GERMAIN DES PRES,,,,,,50.0,31.0,,11.0,1.0,3.0,13.0,,11.0,32.0,,4.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,2815 LAURIER,47.8250447,1.9237136
40730,2015,2015 _ 40731,2015-01-03,11:00:00-11:59:00,SA,Grave,0,1,0,1,1,0,1,1,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,41E RUE,1.0,1RE AV,,,,,,50.0,32.0,,12.0,1.0,3.0,13.0,1.0,11.0,32.0,6.0,3.0,,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 41E RUE,45.5786378,-73.617937
40731,2015,2015 _ 40732,2015-01-03,12:00:00-12:59:00,SA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,CARILLON,2.0,ST LEON,,,,,,50.0,31.0,,16.0,1.0,2.0,14.0,,11.0,32.0,,1.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 CARILLON,51.4807238,3.6176258
40732,2015,2015 _ 40733,2015-01-03,12:00:00-12:59:00,SA,Léger,0,0,1,1,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),7200.0,,L ORMIERE,,,,,,,S,50.0,31.0,,16.0,1.0,4.0,13.0,1.0,11.0,34.0,6.0,3.0,,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,7200 L ORMIERE,0.0,0.0
40733,2015,2015 _ 40734,2015-01-03,11:00:00-11:59:00,SA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,3E AV,1.0,10E RUE,,,,,,50.0,31.0,,15.0,1.0,2.0,13.0,,11.0,32.0,,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 3E AV,46.6085179,-72.6957945
40734,2015,2015 _ 40735,2015-01-03,13:00:00-13:59:00,SA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BOUVIER,,,,,,,,,31.0,,12.0,1.0,3.0,29.0,,21.0,99.0,,9.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 BOUVIER,44.8456918,4.5688115
40735,2015,2015 _ 40736,2015-01-03,13:00:00-13:59:00,SA,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,LARUE,1.0,CHARLEBOIS,,,,,,,31.0,,15.0,1.0,3.0,13.0,1.0,11.0,32.0,6.0,2.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 LARUE,56.5111934,66.5727298
40736,2015,2015 _ 40737,2015-01-03,14:00:00-14:59:00,SA,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,ROBERT BOURASSA,1.0,HOCHELAGA,,,,,,50.0,31.0,,11.0,1.0,3.0,13.0,1.0,11.0,32.0,6.0,4.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 ROBERT BOURASSA,45.4993752,-73.5633907
40737,2015,2015 _ 40738,2015-01-01,17:00:00-17:59:00,JE,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23057,Capitale-Nationale(03),Québec (23 ),,,NAPOLEON,1.0,AEROPORT,,,,,E,50.0,31.0,,16.0,3.0,2.0,13.0,1.0,21.0,32.0,6.0,2.0,,17.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1 NAPOLEON,39.2047742,-85.3307969
40738,2015,2015 _ 40739,2015-01-03,16:00:00-16:59:00,SA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,CLEMENCEAU,1.0,ST DAVID,,,,,,50.0,31.0,,12.0,2.0,3.0,13.0,1.0,11.0,32.0,6.0,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 CLEMENCEAU,42.7003504,2.890218
40739,2015,2015 _ 40740,2015-01-03,16:00:00-16:59:00,SA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),7900.0,,MARIGOT,,STAT,,,,,,,31.0,,16.0,3.0,3.0,21.0,,11.0,99.0,,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,7900 MARIGOT,18.0668544,-63.0848868
40740,2015,2015 _ 40741,2015-01-03,16:00:00-16:59:00,SA,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,CHAUVEAU,1.0,BOUSSOLE,,,,,,50.0,31.0,,18.0,3.0,2.0,13.0,1.0,11.0,32.0,6.0,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 CHAUVEAU,47.3844505,0.6742011
40741,2015,2015 _ 40742,2015-01-03,16:00:00-16:59:00,SA,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,CERISIERS,1.0,ORMES,,,,,,50.0,31.0,,17.0,1.0,2.0,14.0,,11.0,32.0,,2.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 CERISIERS,48.1343098,3.4832538
40742,2015,2015 _ 40743,2015-01-01,19:00:00-19:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),2831.0,,ST NARCISSE,,,,,,,,50.0,31.0,,16.0,3.0,2.0,14.0,,,,,,,17.0,1,0,0,0,0,0,0,0,0,0,0,0,1,2831 ST NARCISSE,46.564054,-72.4719999
40743,2015,2015 _ 40744,2015-01-03,20:00:00-20:59:00,SA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,HOCHELAGA,1.0,RTE DE L EGLISE,,,,,,,31.0,,16.0,3.0,3.0,13.0,,11.0,,,3.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 HOCHELAGA,45.5421326,-73.5476296
40744,2015,2015 _ 40745,2015-01-03,21:00:00-21:59:00,SA,Dommages matériels seulement,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),460.0,,BOULEAU O,,,,,,,O,50.0,31.0,,16.0,3.0,2.0,14.0,,11.0,32.0,,2.0,,17.0,3,0,0,0,0,0,0,0,0,0,0,0,0,460 BOULEAU O,0.0,0.0
40745,2015,2015 _ 40746,2015-01-03,22:00:00-22:59:00,SA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1475.0,,PIE XI S,1.0,BRET ENTR AUT HENRI IV,,,,,,50.0,31.0,,16.0,3.0,3.0,13.0,,24.0,32.0,,3.0,,18.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1475 PIE XI S,0.0,0.0
40746,2015,2015 _ 40747,2015-01-03,21:00:00-21:59:00,SA,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,DES PEUPLIERS E,1.0,8E AV,,,,,E,50.0,,,16.0,3.0,2.0,14.0,,11.0,32.0,,2.0,,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 DES PEUPLIERS E,48.1126621,-1.6077074
40747,2015,2015 _ 40748,2015-01-01,15:00:00-15:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),16231.0,,GDE LIGNE,,FACE,,,,,,50.0,31.0,,16.0,1.0,2.0,13.0,,11.0,34.0,,2.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,16231 GDE LIGNE,0.0,0.0
40748,2015,2015 _ 40749,2015-01-04,02:00:00-02:59:00,DI,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1155.0,,WILFRID HAMEL,,,,,,150.0,O,50.0,,,16.0,3.0,5.0,13.0,,11.0,99.0,,3.0,,18.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1155 WILFRID HAMEL,46.8062523,-71.3166221
40749,2015,2015 _ 40750,2015-01-04,02:00:00-02:59:00,DI,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),365.0,,LANGELIER,,,,,,,,50.0,31.0,,16.0,3.0,2.0,13.0,,11.0,32.0,,1.0,,18.0,1,1,0,0,0,0,0,0,0,0,0,0,0,365 LANGELIER,45.5849114,-73.5495282
40750,2015,2015 _ 40751,2015-01-04,04:00:00-04:59:00,DI,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,ST JOACHIM,1.0,JEAN JACQUES BERTRAND,,,,,,50.0,42.0,,16.0,3.0,3.0,14.0,,14.0,32.0,,2.0,,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 ST JOACHIM,47.3836823,-2.2020677
40751,2015,2015 _ 40752,2015-01-04,07:00:00-07:59:00,DI,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,CLEMENCEAU,1.0,SEMOIR,,,,,,50.0,31.0,,16.0,1.0,3.0,13.0,1.0,13.0,32.0,6.0,3.0,,17.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 CLEMENCEAU,42.7003504,2.890218
40752,2015,2015 _ 40753,2015-01-01,16:00:00-16:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),51.0,,LESSARD,,,,,,,O,50.0,31.0,,16.0,3.0,2.0,14.0,,11.0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,51 LESSARD,48.3928238,-1.3058945
40753,2015,2015 _ 40754,2015-01-04,08:00:00-08:59:00,DI,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),169.0,,DUMONT,,DE BOURLAMAQUE,,,,,,50.0,31.0,,16.0,1.0,2.0,14.0,,11.0,34.0,,2.0,,17.0,1,0,1,0,0,0,0,0,0,0,0,0,0,169 DUMONT,45.1429216737,-71.8031188264
40754,2015,2015 _ 40755,2015-01-02,23:00:00-23:59:00,VE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),355.0,,PARMENTIERE,,,,,,,,,31.0,,16.0,3.0,2.0,14.0,,11.0,34.0,,2.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,355 PARMENTIERE,46.8788413647,-71.2138363292
40755,2015,2015 _ 40756,2015-01-04,09:00:00-09:59:00,DI,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),3495.0,,VANTELET,,,,,,,,50.0,31.0,,16.0,1.0,2.0,14.0,,13.0,34.0,,2.0,,17.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3495 VANTELET,0.0,0.0
40756,2015,2015 _ 40757,2015-01-04,12:00:00-12:59:00,DI,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,CANARDIERE,,BARDY,,,,,,50.0,31.0,,16.0,1.0,3.0,13.0,,11.0,32.0,,3.0,,18.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 CANARDIERE,47.3903017,-0.6739041
40757,2015,2015 _ 40758,2015-01-04,12:00:00-12:59:00,DI,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,COLOMBIERE,1.0,DU SENEGAL,,,,,,50.0,31.0,,16.0,1.0,2.0,14.0,,11.0,32.0,,2.0,,18.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 COLOMBIERE,44.9869501,6.8152919
40758,2015,2015 _ 40759,2015-01-04,13:00:00-13:59:00,DI,Dommages matériels seulement,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,,2.0,FACE AU 445 60E RUE E,,,,,,50.0,,,16.0,1.0,2.0,14.0,,11.0,,,2.0,,17.0,2,1,0,0,0,0,0,0,0,0,0,0,0,,34.220389,70.3800314
40759,2015,2015 _ 40760,2015-01-04,Non précisé,DI,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),600.0,,BELVEDERE,,,,,,,,,31.0,,16.0,1.0,3.0,21.0,,11.0,40.0,,,,17.0,1,0,0,0,0,0,0,0,0,0,0,0,1,600 BELVEDERE,63.4156711,10.3770839
40760,2015,2015 _ 40761,2015-01-04,17:00:00-17:59:00,DI,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,GDE AL O,1.0,CH WOLFE MONTCALM,,,,10.0,O,50.0,31.0,,16.0,3.0,2.0,13.0,1.0,11.0,33.0,6.0,3.0,,17.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1 GDE AL O,0.0,0.0
40761,2015,2015 _ 40762,2015-01-04,20:00:00-20:59:00,DI,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BOURG ROYAL,1.0,RHEAUME,,,,,N,50.0,31.0,,18.0,2.0,3.0,13.0,1.0,11.0,,6.0,3.0,,14.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 BOURG ROYAL,46.8836468,-71.2493462
40762,2015,2015 _ 40763,2015-01-04,20:00:00-20:59:00,DI,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),11.0,,COTE DU PALAIS,,,,,,,,50.0,31.0,,12.0,3.0,3.0,13.0,,13.0,33.0,,2.0,,12.0,1,1,0,0,0,0,0,0,0,0,0,0,0,11 COTE DU PALAIS,46.8151163,-71.2111606
40763,2015,2015 _ 40764,2015-01-04,21:00:00-21:59:00,DI,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),14045.0,,BD HENRI BOURASSA,,,,,,,,50.0,31.0,,12.0,3.0,2.0,13.0,,11.0,33.0,,3.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,14045 BD HENRI BOURASSA,45.6207876,-73.588462
40764,2015,2015 _ 40765,2015-01-04,22:00:00-22:59:00,DI,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23072,Capitale-Nationale(03),Québec (23 ),,,RTE DE FOSSAMBAULT,1.0,CH N-D,,,,,,90.0,40.0,,16.0,3.0,5.0,15.0,,11.0,33.0,,3.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1 RTE DE FOSSAMBAULT,46.8387979,-71.6084532
40765,2015,2015 _ 40766,2015-01-05,07:00:00-07:59:00,LU,Léger,0,0,2,2,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,AV DES AFFAIRES,1.0,AV INDUSTRIELLE,,,,500.0,N,50.0,31.0,,17.0,1.0,3.0,13.0,1.0,11.0,,6.0,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 AV DES AFFAIRES,46.8645843,-71.4194796
40766,2015,2015 _ 40767,2015-01-04,22:00:00-22:59:00,DI,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,,1.0,MONTGOMERY ET CHAREST O,,,,,,,31.0,,16.0,3.0,2.0,14.0,,,,,,,17.0,1,1,0,0,0,0,0,0,0,0,0,0,0,,34.220389,70.3800314
40767,2015,2015 _ 40768,2015-01-05,08:00:00-08:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,ST PIERRE,,BARRICADE,,,,,,50.0,31.0,,16.0,1.0,3.0,14.0,,11.0,32.0,,1.0,,11.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1 ST PIERRE,-21.3601476,55.7693203
40768,2015,2015 _ 40769,2015-01-05,08:00:00-08:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),2525.0,,CANARDIERE,,,,,,,S,50.0,31.0,,16.0,1.0,3.0,21.0,,11.0,32.0,,2.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,2525 CANARDIERE,47.3903017,-0.6739041
40769,2015,2015 _ 40770,2015-01-05,09:00:00-09:59:00,LU,Léger,0,0,1,1,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,1RE AV ET 45E RUE E,,,,,,,,,42.0,,16.0,1.0,3.0,13.0,,11.0,32.0,,3.0,,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 1RE AV ET 45E RUE E,0.0,0.0
40770,2015,2015 _ 40771,2015-01-05,09:00:00-09:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,ST VALLIER O,1.0,CARILLON,,,,,,50.0,31.0,,16.0,1.0,2.0,13.0,,11.0,32.0,,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 ST VALLIER O,0.0,0.0
40771,2015,2015 _ 40772,2015-01-04,01:00:00-01:59:00,DI,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),55.0,,DES COMMISSAIRES O,,,,,,,,50.0,31.0,,16.0,3.0,2.0,21.0,,11.0,99.0,,9.0,,18.0,2,0,0,0,0,0,0,0,0,0,0,0,0,55 DES COMMISSAIRES O,0.0,0.0
40772,2015,2015 _ 40773,2015-01-05,10:00:00-10:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,DE LA COMTOISE,1.0,ROBERT BOURASSA,,,,,,50.0,31.0,,,1.0,2.0,13.0,,11.0,33.0,,4.0,,12.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1 DE LA COMTOISE,47.5131992,6.8471839
40773,2015,2015 _ 40774,2015-01-05,10:00:00-10:59:00,LU,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,CLEMENCEAU 799,,,,,,,,,31.0,,16.0,1.0,3.0,13.0,1.0,11.0,34.0,1.0,3.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 CLEMENCEAU 799,42.7003504,2.890218
40774,2015,2015 _ 40775,2015-01-05,10:00:00-10:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),795.0,,ROUGEMONT,1.0,STE FOY,,,,100.0,N,50.0,31.0,,16.0,1.0,2.0,14.0,,13.0,34.0,,2.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,795 ROUGEMONT,47.4794261,6.3561364
40775,2015,2015 _ 40776,2015-01-02,14:00:00-14:59:00,VE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,CHAREST O,1.0,FRANK CARREL,,,,,O,70.0,31.0,,17.0,1.0,3.0,13.0,,11.0,32.0,,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 CHAREST O,0.0,0.0
40776,2015,2015 _ 40777,2015-01-05,11:00:00-11:59:00,LU,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23072,Capitale-Nationale(03),Québec (23 ),,,CH DU LAC,,15E AV,,,,,,70.0,75.0,,17.0,1.0,5.0,15.0,,21.0,34.0,,2.0,,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 CH DU LAC,46.18801125,5.26101576616
40777,2015,2015 _ 40778,2015-01-05,08:00:00-08:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1441.0,,LE MAY,,,,,,,S,30.0,31.0,,17.0,1.0,2.0,14.0,,11.0,33.0,,2.0,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1441 LE MAY,47.999486,2.478347
